StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q3.1_1,Q3.1_2,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q8.1_1,Q8.1_2,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q10.3,Q11.1_1,Q11.2,Q11.3,Q11.3_5_TEXT
2022-10-17 10:54,2022-10-17 11:11,IP Address,100,1044,TRUE,2022-10-17 11:11,R_2fwxLQEcmSr5HJz,anonymous,EN-GB,Strongly disagree,Strongly disagree,Never or almost never,Never or almost never,Sometimes,About half the time,About half the time,Somewhat more,About the same,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",more concerned,5,"SAS,R",
2022-10-17 11:03,2022-10-17 11:15,IP Address,100,758,TRUE,2022-10-17 11:15,R_2ZHtn3VhkatLqml,anonymous,EN-GB,Strongly agree,Somewhat agree,Always or almost always,Never or almost never,Sometimes,Sometimes,Most of the time,About the same,Somewhat more,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,No,as concerned as a typical researcher in my field,15,Stata,
2022-10-17 11:19,2022-10-17 11:26,IP Address,100,433,TRUE,2022-10-17 11:26,R_2uVBZoA7wjWL2Li,anonymous,EN-GB,Somewhat agree,Somewhat agree,Sometimes,Never or almost never,Most of the time,Most of the time,Always or almost always,About the same,Much more,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,No,more concerned,5,"Stata,R,Other (please describe)",Bash
2022-10-17 11:24,2022-10-17 11:32,IP Address,100,481,TRUE,2022-10-17 11:32,R_2uU8oTTJRhgiamv,anonymous,EN-GB,Somewhat agree,Somewhat agree,Never or almost never,Never or almost never,Most of the time,Always or almost always,Always or almost always,Much more,Much more,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",more concerned,2,"R,Python",
2022-10-17 10:37,2022-10-17 11:46,IP Address,100,4154,TRUE,2022-10-17 11:46,R_2duJOH6UJuFWBew,anonymous,EN-GB,Strongly agree,Somewhat agree,About half the time,Never or almost never,Most of the time,Most of the time,Sometimes,About the same,About the same,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,No,somewhat less concerned,1,Other (please describe),SPSS
2022-10-17 11:43,2022-10-17 11:47,IP Address,100,224,TRUE,2022-10-17 11:47,R_1NqyEa9aRI76PWB,anonymous,EN-GB,Strongly agree,Strongly agree,Most of the time,Never or almost never,About half the time,Sometimes,Sometimes,About the same,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,less concerned,0,Stata,
2022-10-17 11:44,2022-10-17 11:57,IP Address,100,743,TRUE,2022-10-17 11:57,R_3O6tAKOIvToRIxI,anonymous,EN-GB,Somewhat agree,Somewhat agree,Never or almost never,Never or almost never,About half the time,Most of the time,Most of the time,Somewhat more,Somewhat more,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",as concerned as a typical researcher in my field,5,"Stata,R",
2022-10-17 12:47,2022-10-17 13:00,IP Address,100,801,TRUE,2022-10-17 13:00,R_2qmh2enoOkIoqOT,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,Never or almost never,Never or almost never,Sometimes,Sometimes,Always or almost always,About the same,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No,more concerned,250,Stata,
2022-10-17 14:28,2022-10-17 14:30,IP Address,100,160,TRUE,2022-10-17 14:30,R_DuWextjza8mRPFf,anonymous,EN-GB,Somewhat agree,Somewhat agree,About half the time,Never or almost never,Sometimes,Most of the time,About half the time,Much more,Much more,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,somewhat less concerned,2,Stata,
2022-10-17 14:27,2022-10-17 14:47,IP Address,100,1192,TRUE,2022-10-17 14:47,R_1nN4pfTrYrx17hU,anonymous,EN-GB,Somewhat agree,Somewhat agree,Never or almost never,Never or almost never,Never or almost never,About half the time,About half the time,Somewhat more,Much more,Neither agree nor disagree,Somewhat agree,Unsure,Neither agree nor disagree,No,as concerned as a typical researcher in my field,20,"SAS,R",
2022-10-17 16:37,2022-10-17 16:42,IP Address,100,324,TRUE,2022-10-17 16:42,R_2AStSq9eLkxmY0Y,anonymous,EN-GB,Somewhat agree,Somewhat agree,I don't understand the question,Most of the time,Most of the time,Sometimes,Most of the time,Somewhat more,Somewhat more,Unsure,Somewhat agree,Somewhat agree,Strongly agree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",more concerned,2,R,
2022-10-17 17:04,2022-10-17 17:09,IP Address,100,259,TRUE,2022-10-17 17:09,R_2a9vGMJ9KIenLZ5,anonymous,EN-GB,Somewhat agree,Strongly agree,Sometimes,Always or almost always,Sometimes,Most of the time,Most of the time,Somewhat more,About the same,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,more concerned,120,Stata,
2022-10-17 18:18,2022-10-17 18:26,IP Address,100,478,TRUE,2022-10-17 18:26,R_1HhPNvyrRrRb474,anonymous,EN-GB,Somewhat agree,Somewhat disagree,Sometimes,Never or almost never,Never or almost never,Sometimes,Most of the time,Somewhat more,Somewhat more,Somewhat agree,Unsure,Somewhat agree,Unsure,No,as concerned as a typical researcher in my field,10,"Stata,R",
2022-10-17 20:41,2022-10-17 20:51,IP Address,100,597,TRUE,2022-10-17 20:51,R_3JIXEDR0xJDuqRj,anonymous,EN-GB,Somewhat agree,Somewhat agree,Never or almost never,Never or almost never,Sometimes,About half the time,About half the time,Somewhat more,Somewhat more,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,No,somewhat more concerned,4,"SAS,R",
2022-10-18 1:52,2022-10-18 1:55,IP Address,100,157,TRUE,2022-10-18 1:55,R_ZxEoYDqdUs1etXz,anonymous,EN-GB,Strongly agree,Strongly agree,Always or almost always,Always or almost always,Always or almost always,Always or almost always,Always or almost always,Somewhat more,Somewhat more,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,No,more concerned,2,R,
2022-10-18 3:08,2022-10-18 3:16,IP Address,100,472,TRUE,2022-10-18 3:16,R_3MmoyPtlIgoPK9r,anonymous,EN-GB,Strongly agree,Strongly agree,Sometimes,Sometimes,Sometimes,About half the time,About half the time,Much more,Much more,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",as concerned as a typical researcher in my field,180,"Stata,SAS",
2022-10-18 13:01,2022-10-18 13:12,IP Address,100,679,TRUE,2022-10-18 13:12,R_1QK18l2CDVjosWU,anonymous,EN-GB,Somewhat agree,Somewhat agree,Always or almost always,Never or almost never,Never or almost never,Sometimes,Sometimes,About the same,Somewhat more,Strongly disagree,I don't understand the question,Neither agree nor disagree,Somewhat disagree,No,as concerned as a typical researcher in my field,50,"Stata,R",
2022-10-18 21:18,2022-10-18 21:25,IP Address,100,427,TRUE,2022-10-18 21:25,R_27EGdQwbXj7pQuv,anonymous,EN-GB,Strongly agree,Strongly agree,Never or almost never,Never or almost never,Most of the time,About half the time,About half the time,Somewhat more,Somewhat more,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",Very much more concerned,10,"Stata,R",
2022-10-19 11:04,2022-10-19 11:38,IP Address,100,2066,TRUE,2022-10-19 11:38,R_3dXR2NZZw1Fe2tc,anonymous,EN-GB,Strongly agree,Strongly agree,Most of the time,Never or almost never,Never or almost never,Sometimes,Sometimes,Somewhat more,Somewhat more,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,as concerned as a typical researcher in my field,200,Other (please describe),"SPSS, Stata & SAS"
2022-10-20 8:57,2022-10-20 9:01,IP Address,100,224,TRUE,2022-10-20 9:01,R_6gQ8p3cudpfqj3X,anonymous,EN-GB,Strongly agree,Somewhat agree,Most of the time,Most of the time,About half the time,Most of the time,Always or almost always,Somewhat more,Somewhat more,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,No,as concerned as a typical researcher in my field,20,"Stata,Other (please describe)",SPSS
2022-10-17 13:12,2022-10-20 19:55,IP Address,100,283367,TRUE,2022-10-20 19:55,R_3QK5wEEXqvs3c8S,anonymous,EN-GB,Somewhat agree,Somewhat agree,Sometimes,Never or almost never,Never or almost never,Sometimes,Sometimes,Somewhat more,Much more,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,No,more concerned,30,"SAS,R",
2022-10-21 16:20,2022-10-21 16:32,IP Address,100,724,TRUE,2022-10-21 16:32,R_1EX4uuEPcIMg46a,anonymous,EN-GB,Somewhat disagree,Somewhat agree,Sometimes,Never or almost never,Sometimes,About half the time,About half the time,Somewhat more,Much more,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",more concerned,25,"Stata,R,Other (please describe)",MPlus
2022-10-22 14:57,2022-10-22 15:07,IP Address,100,624,TRUE,2022-10-22 15:07,R_3WXKifNZcPEsSVr,anonymous,EN-GB,Strongly agree,Strongly agree,Never or almost never,Never or almost never,Sometimes,Most of the time,Most of the time,About the same,Somewhat more,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",somewhat more concerned,200,"R,Other (please describe)",SPSS
2022-10-23 22:05,2022-10-23 22:09,IP Address,100,261,TRUE,2022-10-23 22:09,R_28G5sgye1KBaQLe,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,Never or almost never,Most of the time,Sometimes,Most of the time,Most of the time,Somewhat more,Somewhat more,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,No,somewhat more concerned,25,R,
2022-10-23 22:47,2022-10-23 22:54,IP Address,100,446,TRUE,2022-10-23 22:54,R_eye6Rxl2PpBNmIp,anonymous,EN-GB,Strongly agree,Strongly agree,Never or almost never,Never or almost never,Always or almost always,About half the time,About half the time,Somewhat more,Somewhat more,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",somewhat more concerned,30,"R,Python",
2022-10-10 12:20,2022-10-10 12:22,IP Address,35,74,FALSE,2022-10-24 12:22,R_DOidjvKEcwQgmuB,anonymous,EN-GB,Somewhat agree,Strongly agree,Most of the time,Never or almost never,Most of the time,Most of the time,Most of the time,,,,,,,,,,,
2022-10-10 12:37,2022-10-10 12:38,IP Address,12,76,FALSE,2022-10-24 12:38,R_5yWw8KfYFgDlol3,anonymous,EN-GB,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,
2022-10-24 13:56,2022-10-24 13:59,IP Address,100,146,TRUE,2022-10-24 13:59,R_1HqrkliX8SXIZqS,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,,,,,,I don't understand the question,I don't understand the question,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,as concerned as a typical researcher in my field,1,,
2022-10-24 13:58,2022-10-24 14:00,IP Address,100,133,TRUE,2022-10-24 14:00,R_0ld4Q5kBoI0SFiN,anonymous,EN-GB,Strongly agree,Strongly agree,Sometimes,I don't understand the question,About half the time,About half the time,About half the time,Much more,Much more,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",Very much more concerned,6,R,
2022-10-10 13:43,2022-10-10 13:43,IP Address,6,10,FALSE,2022-10-24 14:02,R_31QynvdGu0LvGDx,anonymous,EN-GB,,,,,,,,,,,,,,,,,,
2022-10-24 14:02,2022-10-24 14:05,IP Address,100,189,TRUE,2022-10-24 14:05,R_11hgg7XINccIMiF,anonymous,EN-GB,Strongly agree,Neither agree nor disagree,Most of the time,Always or almost always,Always or almost always,Always or almost always,About half the time,Much more,Much more,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,,as concerned as a typical researcher in my field,40,Stata,
2022-10-24 14:01,2022-10-24 14:10,IP Address,100,514,TRUE,2022-10-24 14:10,R_1Q3lNB92GJSkfDD,anonymous,EN-GB,Strongly agree,Somewhat agree,Always or almost always,Always or almost always,Always or almost always,Most of the time,Most of the time,About the same,About the same,Strongly agree,Unsure,Somewhat disagree,Strongly disagree,No,somewhat more concerned,5,R,
2022-10-24 14:13,2022-10-24 14:17,IP Address,100,288,TRUE,2022-10-24 14:17,R_3HBmDhOkC8rB4tt,anonymous,EN-GB,Somewhat agree,Somewhat agree,I don't understand the question,Never or almost never,Most of the time,Most of the time,Most of the time,Somewhat more,Somewhat more,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,No,as concerned as a typical researcher in my field,20,Stata,
2022-10-24 14:29,2022-10-24 14:32,IP Address,100,183,TRUE,2022-10-24 14:32,R_rdNf63eGRzy0n4J,anonymous,EN-GB,Somewhat agree,Somewhat agree,Most of the time,About half the time,Sometimes,Never or almost never,Never or almost never,Somewhat more,Somewhat more,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,as concerned as a typical researcher in my field,1,R,
2022-10-24 14:39,2022-10-24 14:44,IP Address,100,248,TRUE,2022-10-24 14:44,R_2w5GaZS1omlSq7s,anonymous,EN-GB,Strongly agree,Strongly agree,Always or almost always,Always or almost always,Sometimes,Most of the time,Most of the time,Somewhat more,Somewhat more,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,as concerned as a typical researcher in my field,3,Stata,
2022-10-24 14:39,2022-10-24 14:48,IP Address,100,566,TRUE,2022-10-24 14:48,R_3L7t6koJnYrPZPS,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,Never or almost never,Never or almost never,Sometimes,Always or almost always,Sometimes,Somewhat more,Somewhat more,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",somewhat more concerned,2,R,
2022-10-10 14:46,2022-10-10 14:46,IP Address,6,18,FALSE,2022-10-24 15:21,R_2zSg9QahBy4ae0Z,anonymous,EN-GB,,,,,,,,,,,,,,,,,,
2022-10-24 13:59,2022-10-24 15:33,IP Address,100,5664,TRUE,2022-10-24 15:33,R_Zk3v9R5L8pr7hi9,anonymous,EN-GB,Somewhat agree,Neither agree nor disagree,Most of the time,Sometimes,Sometimes,I don't understand the question,Most of the time,I don't understand the question,I don't understand the question,Somewhat agree,Unsure,Somewhat agree,Unsure,No,somewhat more concerned,0,R,
2022-10-24 15:46,2022-10-24 15:52,IP Address,100,306,TRUE,2022-10-24 15:52,R_1HdZCLMcd1VSmAj,anonymous,EN-GB,Strongly agree,Strongly agree,Never or almost never,Never or almost never,Most of the time,Most of the time,Most of the time,Somewhat more,About the same,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,No,as concerned as a typical researcher in my field,2,"R,Other (please describe)",bash/plink2
2022-10-24 16:00,2022-10-24 16:07,IP Address,100,432,TRUE,2022-10-24 16:07,R_rpbqAGTOGxbtoB3,anonymous,EN-GB,Somewhat agree,Somewhat agree,Sometimes,Never or almost never,Sometimes,Never or almost never,Never or almost never,About the same,About the same,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",,10,Stata,
2022-10-24 16:12,2022-10-24 16:16,IP Address,100,259,TRUE,2022-10-24 16:16,R_ym7UqeWoy1vDh4J,anonymous,EN-GB,Strongly agree,Strongly agree,Sometimes,Never or almost never,About half the time,About half the time,Sometimes,Somewhat more,Somewhat more,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,No,somewhat more concerned,10,"Stata,R",
2022-10-24 16:24,2022-10-24 16:28,IP Address,100,244,TRUE,2022-10-24 16:28,R_7ZL3sLNkrJekHPr,anonymous,EN-GB,Neither agree nor disagree,Somewhat agree,Most of the time,Never or almost never,About half the time,Never or almost never,Most of the time,Somewhat less,Somewhat less,Somewhat agree,Somewhat disagree,Unsure,Somewhat disagree,No,more concerned,1,R,
2022-10-10 16:30,2022-10-10 16:32,IP Address,24,85,FALSE,2022-10-24 16:32,R_UaohMv3l9M4FZsd,anonymous,EN-GB,Strongly agree,Somewhat agree,Never or almost never,Most of the time,Always or almost always,Always or almost always,Always or almost always,,,,,,,,,,,
2022-10-24 16:42,2022-10-24 17:03,IP Address,100,1244,TRUE,2022-10-24 17:03,R_2flZFEOnBPe8UFH,anonymous,EN-GB,Somewhat agree,Somewhat agree,Sometimes,Never or almost never,Most of the time,Most of the time,About half the time,Somewhat more,Somewhat more,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,No,somewhat more concerned,,"R,Other (please describe)",SPSS
2022-10-24 17:20,2022-10-24 17:32,IP Address,100,726,TRUE,2022-10-24 17:32,R_2PzoX4ZTmq375XK,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Never or almost never,Never or almost never,I don't understand the question,I don't understand the question,Somewhat more,Somewhat more,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,No,somewhat more concerned,50,SAS,
2022-10-24 17:58,2022-10-24 18:05,IP Address,100,430,TRUE,2022-10-24 18:05,R_3Q2YdjTCUC2zkRj,anonymous,EN-GB,Strongly agree,Strongly agree,Always or almost always,Most of the time,Always or almost always,Sometimes,Sometimes,Somewhat more,About the same,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,No,somewhat less concerned,0,R,
2022-10-10 18:11,2022-10-10 18:14,IP Address,76,225,FALSE,2022-10-24 18:14,R_3UdVSabtZQZiUxz,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,I don't understand the question,About the same,About the same,Neither agree nor disagree,Unsure,Unsure,Neither agree nor disagree,,,,,
2022-09-14 2:21,2022-10-10 18:24,IP Address,12,2304147,FALSE,2022-10-24 18:24,R_1j7ZKqqZVO0ZYBB,anonymous,EN-GB,Neither agree nor disagree,Strongly agree,,,,,,,,,,,,,,,,
2022-10-10 18:52,2022-10-10 18:59,IP Address,76,413,FALSE,2022-10-24 18:59,R_RR04dxGPphz0ZIl,anonymous,EN-GB,Somewhat agree,,Always or almost always,,,,,Somewhat more,Somewhat more,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",,,,
2022-10-24 19:35,2022-10-24 19:41,IP Address,100,362,TRUE,2022-10-24 19:41,R_WulcnUBjtKkr4oV,anonymous,EN-GB,Somewhat agree,Somewhat agree,Sometimes,Most of the time,Always or almost always,Most of the time,Most of the time,Much more,Somewhat more,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,No,more concerned,10,"R,Python",
2022-10-24 21:17,2022-10-24 21:22,IP Address,100,293,TRUE,2022-10-24 21:22,R_Tkmw8EGjH7krPZD,anonymous,EN-GB,Strongly agree,Strongly agree,Never or almost never,Never or almost never,Most of the time,Sometimes,Sometimes,About the same,About the same,Strongly agree,I don't understand the question,Unsure,Unsure,No,Very much more concerned,8,Other (please describe),spss
2022-10-25 8:17,2022-10-25 8:23,IP Address,100,374,TRUE,2022-10-25 8:23,R_BYgnDLiTtKkuDHH,anonymous,EN-GB,Somewhat agree,Somewhat agree,Never or almost never,Never or almost never,Sometimes,Always or almost always,Most of the time,Somewhat more,Much more,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",somewhat more concerned,0,Other (please describe),M plus
2022-10-25 9:33,2022-10-25 10:25,IP Address,100,3115,TRUE,2022-10-25 10:25,R_245DuShnRFzaujB,anonymous,EN-GB,Neither agree nor disagree,Somewhat agree,Never or almost never,Never or almost never,About half the time,About half the time,Sometimes,About the same,Somewhat more,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,somewhat more concerned,20,"Stata,R",
2022-10-25 10:39,2022-10-25 10:43,IP Address,100,239,TRUE,2022-10-25 10:43,R_1qV6ulqhhCbrlLW,anonymous,EN-GB,Strongly agree,Strongly agree,Always or almost always,Never or almost never,Sometimes,Most of the time,Always or almost always,About the same,About the same,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Unsure,No,somewhat more concerned,5,R,
2022-10-25 10:45,2022-10-25 10:51,IP Address,100,365,TRUE,2022-10-25 10:51,R_1eY7Yu7CVs3lSqX,anonymous,EN-GB,Somewhat agree,Somewhat agree,I don't understand the question,Never or almost never,Most of the time,Always or almost always,About half the time,About the same,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,No,Very much more concerned,200,"Stata,SAS,R",
2022-10-25 13:45,2022-10-25 13:58,IP Address,100,768,TRUE,2022-10-25 13:58,R_246kVL3VFKNuJuY,anonymous,EN-GB,Strongly agree,Strongly agree,Never or almost never,Never or almost never,Always or almost always,Never or almost never,Always or almost always,Somewhat more,Somewhat more,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,as concerned as a typical researcher in my field,1,R,
2022-10-11 19:37,2022-10-11 19:46,IP Address,76,557,FALSE,2022-10-25 19:47,R_PGwOObXCtUcQfRf,anonymous,EN-GB,Strongly disagree,Neither agree nor disagree,Never or almost never,Never or almost never,Sometimes,Always or almost always,Most of the time,Somewhat more,Somewhat more,Unsure,I don't understand the question,I don't understand the question,Somewhat agree,No,,,,
2022-10-25 20:02,2022-10-25 20:10,IP Address,100,489,TRUE,2022-10-25 20:10,R_2fqfdOm3esejc75,anonymous,EN-GB,Neither agree nor disagree,Somewhat agree,I don't understand the question,Never or almost never,Never or almost never,Sometimes,Sometimes,Somewhat less,Somewhat more,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,No,more concerned,3,"Stata,SAS,Other (please describe)",SPSS 
2022-10-26 10:19,2022-10-26 10:22,IP Address,100,195,TRUE,2022-10-26 10:22,R_2QrJJg5tVhCxo1W,anonymous,EN-GB,Neither agree nor disagree,Strongly agree,Most of the time,Never or almost never,Sometimes,About half the time,About half the time,About the same,About the same,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,No,more concerned,4,"R,Other (please describe)",spss
2022-10-12 22:50,2022-10-12 22:51,IP Address,41,66,FALSE,2022-10-26 22:51,R_2yfHXQCO8S4X1hY,anonymous,EN-GB,Somewhat agree,Somewhat agree,I don't understand the question,Most of the time,I don't understand the question,Always or almost always,Always or almost always,,,,,,,,,,,
2022-10-13 4:54,2022-10-13 4:57,IP Address,59,203,FALSE,2022-10-27 4:57,R_XyMZM7MnmiGYUO5,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Somewhat more,Somewhat more,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,
2022-10-27 13:52,2022-10-27 13:57,IP Address,100,315,TRUE,2022-10-27 13:57,R_2SwYxfWixoDd0Gq,anonymous,EN-GB,Strongly agree,Somewhat agree,I don't understand the question,Never or almost never,Never or almost never,Sometimes,Never or almost never,About the same,Somewhat more,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,,somewhat less concerned,10,Other (please describe),spss
2022-10-27 20:10,2022-10-27 20:25,IP Address,100,903,TRUE,2022-10-27 20:25,R_3HphLFwduXcDpci,anonymous,EN-GB,Neither agree nor disagree,Strongly agree,I don't understand the question,Most of the time,Sometimes,Sometimes,Sometimes,Somewhat more,Somewhat more,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,as concerned as a typical researcher in my field,0,Other (please describe),SPSS
2022-10-28 14:48,2022-10-28 14:51,IP Address,100,222,TRUE,2022-10-28 14:51,R_1MYVNJiHkUEi16h,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,Never or almost never,Never or almost never,About half the time,About half the time,About half the time,Somewhat more,Somewhat more,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No,,0,R,
2022-10-28 19:05,2022-10-28 19:38,IP Address,100,1982,TRUE,2022-10-28 19:38,R_1PZXfq3gQ60Phd8,anonymous,EN-GB,Neither agree nor disagree,Somewhat agree,Never or almost never,Never or almost never,About half the time,About half the time,About half the time,Somewhat more,About the same,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,"Yes. (After completing the survey, you will be automatically redirected to another form and asked to enter your email address. There will be no link between your responses to this survey and your email address).",as concerned as a typical researcher in my field,2,"R,Other (please describe)",SPSS (rarely but occassionally)
2022-10-17 10:37,2022-10-17 10:43,IP Address,0,339,FALSE,2022-10-31 10:09,R_3HBr8ZyeFIcNYMa,anonymous,EN-GB,,,,,,,,,,,,,,,,,,
2022-10-17 10:38,2022-10-17 10:41,IP Address,6,131,FALSE,2022-10-31 10:11,R_0xLkjbndeioZiZr,anonymous,EN-GB,,,,,,,,,,,,,,,,,,
2022-10-10 17:02,2022-10-17 11:17,IP Address,24,584116,FALSE,2022-10-31 10:44,R_3eiUQZDVXqKKxiN,anonymous,EN-GB,Neither agree nor disagree,Somewhat disagree,,,,,,,,,,,,,,,,
2022-10-17 12:05,2022-10-17 12:06,IP Address,12,39,FALSE,2022-10-31 11:12,R_1jcRtCamKQA36TO,anonymous,EN-GB,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,
2022-10-17 13:19,2022-10-17 13:20,IP Address,12,32,FALSE,2022-10-31 12:20,R_24zNzaK3qUWXrcI,anonymous,EN-GB,Strongly agree,,,,,,,,,,,,,,,,,
2022-10-17 11:58,2022-10-17 18:12,IP Address,47,22394,FALSE,2022-10-31 17:12,R_1FlfRF5Q2Ntumnm,anonymous,EN-GB,Somewhat agree,Strongly agree,I don't understand the question,Never or almost never,Always or almost always,Most of the time,Always or almost always,Somewhat more,Somewhat more,,,,,,,,,
2022-10-17 16:33,2022-10-18 13:11,IP Address,18,74243,FALSE,2022-11-01 12:15,R_3hbRpSzX4f6osx5,anonymous,EN-GB,Strongly agree,Strongly agree,Always or almost always,,Never or almost never,About half the time,Sometimes,,,,,,,,,,,
2022-10-19 11:45,2022-10-19 11:53,IP Address,59,484,FALSE,2022-11-02 10:53,R_2yeJRIojgVEBwla,anonymous,EN-GB,Neither agree nor disagree,Neither agree nor disagree,About half the time,About half the time,About half the time,About half the time,About half the time,About the same,About the same,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,
